975611,194752,901
975752,194552,393
975526,194847,566
975306,194707,103
975531,194717,683
975541,194456,315
975422,194504,200
975648,194323,141
975818,194449,675
975715,194416,363
975724,195020,167
975159,194707,136
975724,194532,319
975459,194421,327
975714,194713,930
975504,194811,209
975614,194838,348
975643,194942,172
975629,194639,407
975332,194806,367
975353,194734,76
975658,194804,50
